#,Fraud Instance,Damaged Item,Item Not Avaiable,Item Not In Stock,Product Care Plan,Claim Amount,Registered Online,Age Group,Marital Status,Owns a Vehicle,Accomodation Type,Height (cms)
1542,1,1,0,0,0,$145 ,0,32,In-Relationship,1,Owns a house,188
1543,1,0,0,0,1,$135 ,1,33,"Unmarried,",1,Owns a house,173
1544,1,1,0,0,0,$242 ,0,42,"Unmarried,",0,Staying with Family,183
1545,1,1,0,0,0,$287 ,0,42,Married,1,Staying with Family,150
1546,1,1,0,0,0,$38 ,1,34,Married,0,Rented,153
1547,0,0,1,1,0,$50 ,0,39,Married,1,Owns a house,175
1548,0,0,0,1,1,$135 ,0,49,"Unmarried,",0,Rented,176
1549,1,0,0,1,0,$89 ,1,30,"Unmarried,",0,Staying with Family,171
1550,1,0,0,1,0,$237 ,0,19,"Unmarried,",1,Owns a house,181
1551,1,1,0,0,0,$345 ,0,22,"Unmarried,",1,Owns a house,161
1552,0,0,0,1,1,$348 ,0,43,"Unmarried,",1,Rented,160
1553,1,0,0,1,0,$56 ,0,24,Married,0,Owns a house,158
1554,1,1,0,0,0,$96 ,0,18,In-Relationship,1,Owns a house,173
1555,0,1,0,0,1,$317 ,1,19,In-Relationship,0,Rented,174
1556,1,1,0,0,0,$296 ,0,42,In-Relationship,1,Owns a house,165
1557,1,1,0,0,0,$204 ,1,31,"Unmarried,",1,Rented,182
1558,0,1,0,0,1,$280 ,1,21,Married,1,Staying with Family,164
1559,0,1,0,1,0,$132 ,1,28,"Unmarried,",0,Rented,189
1560,1,1,0,0,0,$193 ,1,25,In-Relationship,0,Owns a house,167
1561,0,1,0,1,0,$259 ,0,30,In-Relationship,1,Rented,179
1562,0,1,0,0,1,$77 ,0,33,In-Relationship,0,Owns a house,153
1563,0,1,1,0,0,$267 ,1,37,"Unmarried,",1,Owns a house,162
1564,1,0,0,1,0,$183 ,1,27,In-Relationship,1,Staying with Family,172
1565,0,1,0,0,1,$113 ,1,27,Married,0,Owns a house,152
1566,0,1,0,0,1,$316 ,1,43,Married,1,Owns a house,160
1567,0,1,0,1,0,$96 ,0,50,In-Relationship,1,Rented,164
1568,0,1,0,0,1,$131 ,0,42,Married,1,Owns a house,162
1569,1,0,0,0,1,$228 ,0,31,In-Relationship,1,Owns a house,161
1570,1,1,0,0,0,$41 ,1,51,Married,1,Staying with Family,167
1571,0,1,0,0,1,$248 ,0,35,Married,1,Rented,173
1572,0,1,0,0,1,$236 ,1,21,"Unmarried,",0,Staying with Family,166
1573,0,1,0,1,0,$317 ,0,47,In-Relationship,1,Staying with Family,175
1574,0,0,0,1,1,$93 ,1,49,In-Relationship,0,Staying with Family,156
1575,0,1,0,1,0,$249 ,1,19,"Unmarried,",1,Rented,178
1576,1,0,0,0,1,$177 ,1,50,In-Relationship,0,Rented,153
1577,1,1,0,0,0,$188 ,0,22,In-Relationship,0,Rented,170
1578,0,1,0,0,1,$119 ,0,18,Married,0,Owns a house,179
1579,0,0,1,1,0,$118 ,0,53,"Unmarried,",0,Owns a house,188
1580,0,1,0,0,1,$131 ,0,31,In-Relationship,1,Staying with Family,154
1581,0,0,1,1,0,$332 ,0,40,Married,0,Rented,182
1582,1,0,0,1,0,$214 ,1,41,Married,0,Owns a house,165
1583,0,0,1,0,1,$195 ,1,22,"Unmarried,",0,Staying with Family,162
1584,0,1,0,0,1,$221 ,1,46,In-Relationship,0,Staying with Family,183
1585,1,1,0,0,0,$112 ,0,52,"Unmarried,",0,Owns a house,184
1586,1,1,0,0,0,$142 ,1,49,"Unmarried,",0,Staying with Family,153
1587,0,0,1,1,0,$79 ,1,47,Married,1,Rented,167
1588,1,1,0,0,0,$132 ,0,35,"Unmarried,",0,Owns a house,159
1589,1,1,0,0,0,$264 ,0,47,Married,0,Owns a house,178
1590,1,0,0,1,0,$47 ,0,52,Married,1,Rented,167
1591,1,0,0,1,0,$227 ,1,49,In-Relationship,1,Rented,175
1592,1,0,0,1,0,$341 ,0,49,"Unmarried,",1,Staying with Family,186
1593,0,1,0,1,0,$81 ,0,50,In-Relationship,0,Owns a house,177
1594,1,0,0,1,0,$325 ,1,21,In-Relationship,1,Owns a house,166
1595,0,1,0,0,1,$173 ,0,47,"Unmarried,",1,Owns a house,165
1596,1,0,1,0,0,$78 ,1,35,Married,0,Staying with Family,164
1597,1,1,0,0,0,$57 ,0,41,In-Relationship,0,Staying with Family,180
1598,0,1,0,1,0,$266 ,0,31,"Unmarried,",1,Staying with Family,151
1599,0,0,1,1,0,$152 ,0,51,"Unmarried,",1,Staying with Family,171
1600,0,0,1,0,1,$50 ,0,24,"Unmarried,",1,Rented,169
1601,1,1,0,0,0,$160 ,1,46,Married,0,Owns a house,186
1602,1,1,0,0,0,$307 ,1,52,In-Relationship,0,Staying with Family,160
1603,1,1,0,0,0,$289 ,0,32,Married,1,Owns a house,175
1604,0,0,0,1,1,$189 ,1,40,"Unmarried,",0,Owns a house,152
1605,1,1,0,0,0,$104 ,0,49,Married,1,Owns a house,151
1606,0,1,0,0,1,$336 ,1,27,"Unmarried,",0,Staying with Family,164
1607,0,0,1,1,0,$263 ,1,43,"Unmarried,",0,Owns a house,183
1608,0,1,0,1,0,$171 ,1,42,In-Relationship,1,Owns a house,175
1609,0,1,0,1,0,$147 ,1,29,In-Relationship,1,Owns a house,161
1610,1,1,0,0,0,$90 ,0,26,Married,1,Owns a house,159
1611,1,0,0,1,0,$218 ,0,41,In-Relationship,1,Rented,155
1612,0,1,0,1,0,$76 ,0,27,Married,0,Staying with Family,170
1613,1,0,0,1,0,$329 ,1,18,In-Relationship,1,Rented,172
1614,0,1,0,1,0,$278 ,0,21,"Unmarried,",1,Rented,185
1615,0,1,0,0,1,$174 ,1,32,Married,0,Owns a house,182
1616,1,1,0,0,0,$106 ,0,27,In-Relationship,0,Staying with Family,166
1617,1,0,1,0,0,$68 ,0,42,Married,1,Owns a house,185
1618,1,1,0,0,0,$321 ,0,27,In-Relationship,0,Owns a house,150
1619,1,0,0,0,1,$168 ,1,25,Married,0,Owns a house,178
1620,1,1,0,0,0,$336 ,1,29,Married,0,Staying with Family,183
1621,1,0,0,1,0,$317 ,0,32,"Unmarried,",0,Staying with Family,159
1622,1,0,0,1,0,$141 ,0,47,"Unmarried,",0,Staying with Family,179
1623,1,0,0,0,1,$149 ,1,19,In-Relationship,0,Owns a house,156
1624,0,0,1,1,0,$149 ,1,24,"Unmarried,",0,Owns a house,161
1625,1,0,0,1,0,$175 ,0,42,"Unmarried,",1,Rented,190
1626,1,1,0,0,0,$180 ,1,50,In-Relationship,0,Rented,163
1627,1,1,0,0,0,$223 ,0,49,"Unmarried,",0,Staying with Family,166
1628,0,1,0,0,1,$227 ,1,33,Married,0,Rented,176
1629,1,0,0,0,1,$351 ,1,48,Married,1,Staying with Family,185
1630,1,0,0,1,0,$335 ,1,22,In-Relationship,0,Owns a house,157
1631,1,1,0,0,0,$253 ,1,52,In-Relationship,1,Owns a house,184
1632,0,1,0,0,1,$322 ,1,22,"Unmarried,",0,Staying with Family,156
1633,0,1,0,0,1,$312 ,0,31,Married,0,Rented,189
1634,1,0,1,0,0,$191 ,1,44,"Unmarried,",0,Owns a house,164
1635,1,0,0,1,0,$281 ,1,25,In-Relationship,0,Rented,153
1636,1,0,1,0,0,$84 ,0,31,"Unmarried,",1,Staying with Family,173
1637,0,1,0,0,1,$300 ,0,22,"Unmarried,",0,Owns a house,171
1638,0,1,0,1,0,$134 ,0,48,"Unmarried,",0,Owns a house,160
1639,0,0,0,1,1,$282 ,1,30,Married,1,Rented,188
1640,0,1,0,1,0,$341 ,0,49,"Unmarried,",0,Owns a house,151
1641,0,1,1,0,0,$89 ,1,45,In-Relationship,0,Owns a house,155
1642,0,1,0,0,1,$179 ,1,43,In-Relationship,0,Owns a house,159
1643,1,1,0,0,0,$331 ,1,51,In-Relationship,0,Owns a house,180
1644,1,0,0,0,1,$129 ,0,35,In-Relationship,1,Staying with Family,175
1645,1,0,0,1,0,$324 ,1,46,"Unmarried,",1,Staying with Family,170
1646,1,1,0,0,0,$293 ,0,25,In-Relationship,1,Owns a house,152
1647,1,0,1,0,0,$256 ,0,38,Married,0,Rented,178
1648,0,1,0,1,0,$195 ,0,20,Married,1,Owns a house,155
1649,1,0,0,1,0,$206 ,1,49,In-Relationship,1,Owns a house,169
1650,1,1,0,0,0,$268 ,0,20,"Unmarried,",1,Owns a house,180
1651,1,0,1,0,0,$51 ,0,24,"Unmarried,",0,Staying with Family,164
1652,1,0,0,0,1,$182 ,0,41,"Unmarried,",0,Rented,188
1653,0,1,0,1,0,$265 ,1,53,In-Relationship,1,Owns a house,188
1654,1,0,0,0,1,$215 ,0,48,In-Relationship,1,Staying with Family,168
1655,0,1,0,1,0,$110 ,1,38,In-Relationship,1,Owns a house,183
1656,0,1,0,1,0,$44 ,1,46,Married,0,Staying with Family,178
1657,0,1,0,1,0,$77 ,0,27,"Unmarried,",0,Rented,159
1658,0,1,0,0,1,$84 ,0,42,Married,0,Rented,174
1659,0,1,0,0,1,$301 ,1,51,"Unmarried,",0,Owns a house,157
1660,0,1,0,1,0,$182 ,1,55,"Unmarried,",1,Owns a house,188
1661,0,1,0,1,0,$249 ,1,34,Married,0,Staying with Family,153
1662,1,1,0,0,0,$94 ,1,39,Married,0,Owns a house,187
1663,1,1,0,0,0,$163 ,1,32,Married,1,Staying with Family,183
1664,0,1,0,1,0,$103 ,0,22,In-Relationship,1,Owns a house,162
1665,1,1,0,0,0,$101 ,1,52,"Unmarried,",0,Owns a house,172
1666,1,0,0,1,0,$89 ,1,38,In-Relationship,1,Rented,168
1667,0,0,0,1,1,$96 ,0,36,Married,0,Rented,178
1668,1,0,0,1,0,$198 ,0,29,Married,1,Rented,167
1669,1,0,0,1,0,$288 ,1,49,"Unmarried,",1,Rented,180
1670,0,1,0,1,0,$274 ,0,34,In-Relationship,0,Owns a house,165
1671,1,1,0,0,0,$287 ,1,43,"Unmarried,",0,Owns a house,178
1672,1,1,0,0,0,$179 ,1,28,"Unmarried,",0,Owns a house,152
1673,1,1,0,0,0,$133 ,0,23,Married,0,Owns a house,150
1674,0,1,0,0,1,$338 ,1,42,In-Relationship,0,Staying with Family,188
1675,0,1,0,0,1,$203 ,0,37,Married,0,Staying with Family,178
1676,1,0,0,1,0,$74 ,0,24,In-Relationship,1,Owns a house,171
1677,1,1,0,0,0,$296 ,0,38,"Unmarried,",0,Owns a house,175
1678,1,0,0,1,0,$315 ,0,36,In-Relationship,1,Staying with Family,183
1679,0,1,1,0,0,$52 ,0,53,In-Relationship,1,Owns a house,166
1680,1,1,0,0,0,$64 ,0,24,"Unmarried,",0,Owns a house,150
1681,1,1,0,0,0,$42 ,1,47,Married,1,Staying with Family,183
1682,1,0,0,0,1,$95 ,0,41,Married,1,Owns a house,171
1683,0,1,0,1,0,$130 ,0,29,In-Relationship,1,Staying with Family,180
1684,1,0,0,0,1,$174 ,0,34,In-Relationship,0,Rented,171
1685,0,1,0,1,0,$109 ,0,50,In-Relationship,1,Rented,152
1686,1,0,1,0,0,$57 ,1,29,"Unmarried,",1,Staying with Family,181
1687,0,0,1,1,0,$229 ,0,28,Married,0,Staying with Family,160
1688,0,0,1,1,0,$235 ,1,54,In-Relationship,0,Rented,159
1689,0,1,0,1,0,$226 ,1,52,Married,0,Rented,153
1690,1,1,0,0,0,$130 ,1,27,In-Relationship,1,Rented,155
1691,0,1,0,1,0,$135 ,1,43,Married,1,Staying with Family,158
1692,0,0,1,1,0,$145 ,1,25,In-Relationship,1,Staying with Family,177
1693,1,0,0,1,0,$52 ,1,26,"Unmarried,",0,Staying with Family,176
1694,0,1,1,0,0,$118 ,1,25,In-Relationship,1,Owns a house,185
1695,0,1,0,1,0,$68 ,0,50,Married,0,Staying with Family,156
1696,0,1,0,1,0,$136 ,1,50,Married,0,Staying with Family,161
1697,0,1,0,1,0,$291 ,0,21,In-Relationship,0,Staying with Family,182
1698,0,1,0,1,0,$225 ,0,23,"Unmarried,",0,Owns a house,190
1699,0,1,0,0,1,$178 ,1,18,"Unmarried,",0,Staying with Family,176
1700,0,1,0,1,0,$319 ,1,53,"Unmarried,",0,Rented,157
1701,1,1,0,0,0,$277 ,0,53,"Unmarried,",1,Rented,180
1702,0,1,0,1,0,$97 ,1,53,Married,0,Staying with Family,162
1703,0,1,0,1,0,$293 ,1,43,"Unmarried,",1,Owns a house,187
1704,0,1,0,1,0,$158 ,1,34,"Unmarried,",1,Rented,187
1705,0,1,0,1,0,$193 ,0,24,"Unmarried,",0,Staying with Family,189
1706,1,1,0,0,0,$50 ,1,51,In-Relationship,0,Rented,160
1707,0,1,0,1,0,$161 ,1,40,Married,1,Staying with Family,157
1708,1,0,0,0,1,$170 ,0,38,Married,0,Owns a house,154
1709,0,1,0,1,0,$261 ,0,52,In-Relationship,1,Staying with Family,161
1710,0,0,1,1,0,$86 ,1,21,Married,1,Staying with Family,161
1711,0,1,0,1,0,$176 ,1,36,Married,0,Staying with Family,156
1712,0,1,0,1,0,$305 ,0,40,"Unmarried,",1,Staying with Family,158
1713,0,1,0,1,0,$318 ,0,45,In-Relationship,0,Rented,170
1714,1,1,0,0,0,$78 ,1,30,"Unmarried,",0,Staying with Family,167
1715,0,1,0,1,0,$228 ,0,43,"Unmarried,",1,Owns a house,157
1716,0,1,0,1,0,$78 ,1,49,"Unmarried,",1,Rented,165
1717,1,0,0,0,1,$57 ,0,52,In-Relationship,0,Rented,180
1718,0,1,0,1,0,$39 ,1,47,Married,1,Staying with Family,155
1719,0,1,0,1,0,$53 ,1,21,In-Relationship,0,Rented,185
1720,0,1,1,0,0,$183 ,1,39,In-Relationship,0,Owns a house,170
1721,0,1,0,1,0,$348 ,1,38,Married,0,Staying with Family,155
1722,0,1,0,1,0,$227 ,0,31,In-Relationship,0,Rented,154
1723,0,1,1,0,0,$281 ,0,43,"Unmarried,",0,Staying with Family,162
1724,0,1,0,0,1,$270 ,0,43,Married,0,Rented,190
1725,1,0,0,1,0,$78 ,0,55,"Unmarried,",1,Staying with Family,150
1726,0,1,0,1,0,$69 ,1,45,In-Relationship,0,Owns a house,184
1727,0,1,0,1,0,$54 ,0,27,In-Relationship,0,Staying with Family,163
1728,0,1,0,1,0,$321 ,1,54,"Unmarried,",1,Staying with Family,173
1729,0,1,1,0,0,$137 ,1,51,"Unmarried,",0,Owns a house,158
1730,1,0,0,0,1,$314 ,1,21,"Unmarried,",0,Rented,178
1731,1,1,0,0,0,$208 ,1,50,Married,1,Rented,171
1732,0,1,0,0,1,$204 ,0,22,Married,1,Rented,182
1733,1,0,0,1,0,$198 ,0,21,In-Relationship,0,Owns a house,189
1734,0,1,0,0,1,$177 ,1,51,Married,0,Rented,159
1735,0,1,0,0,1,$235 ,1,36,"Unmarried,",1,Rented,180
1736,0,0,1,1,0,$180 ,1,28,"Unmarried,",0,Staying with Family,174
1737,1,1,0,0,0,$345 ,0,35,"Unmarried,",0,Owns a house,189
1738,1,1,0,0,0,$194 ,1,22,In-Relationship,1,Owns a house,176
1739,0,1,0,0,1,$341 ,0,34,Married,1,Staying with Family,184
1740,1,1,0,0,0,$294 ,0,44,Married,0,Rented,156
1741,0,1,0,0,1,$305 ,0,32,Married,1,Rented,190
1742,1,1,0,0,0,$285 ,1,31,In-Relationship,0,Owns a house,173
1743,1,1,0,0,0,$241 ,1,31,Married,0,Rented,166
1744,0,1,0,0,1,$58 ,1,51,Married,0,Rented,175
1745,0,1,0,1,0,$242 ,1,49,Married,1,Staying with Family,178
1746,0,1,0,1,0,$163 ,1,39,"Unmarried,",1,Staying with Family,187
1747,1,0,0,1,0,$254 ,0,51,"Unmarried,",0,Rented,163
1748,1,1,0,0,0,$136 ,1,24,Married,0,Rented,189
1749,1,0,0,0,1,$247 ,0,42,"Unmarried,",0,Staying with Family,182
1750,0,1,0,1,0,$126 ,1,41,Married,1,Rented,186
1751,0,1,0,1,0,$204 ,1,35,Married,0,Rented,159
1752,1,0,0,1,0,$233 ,0,49,Married,0,Rented,173
1753,0,1,0,0,1,$306 ,1,27,In-Relationship,1,Owns a house,152
1754,0,1,0,1,0,$257 ,0,22,In-Relationship,0,Staying with Family,164
1755,0,1,0,1,0,$166 ,0,21,In-Relationship,0,Staying with Family,153
1756,0,1,0,1,0,$267 ,1,39,In-Relationship,0,Staying with Family,165
1757,0,1,1,0,0,$290 ,1,37,In-Relationship,0,Owns a house,159
1758,1,1,0,0,0,$121 ,1,19,"Unmarried,",1,Owns a house,161
1759,1,1,0,0,0,$244 ,1,29,Married,0,Staying with Family,165
1760,0,1,0,1,0,$275 ,1,23,In-Relationship,1,Staying with Family,179
1761,1,0,0,1,0,$82 ,1,46,In-Relationship,0,Staying with Family,154
1762,1,1,0,0,0,$162 ,1,53,"Unmarried,",0,Owns a house,151
1763,1,0,0,1,0,$315 ,1,22,Married,1,Owns a house,162
1764,0,1,1,0,0,$257 ,1,30,Married,1,Staying with Family,182
1765,1,0,0,1,0,$142 ,0,39,Married,0,Rented,167
1766,1,0,1,0,0,$150 ,1,43,"Unmarried,",0,Rented,159
1767,1,1,0,0,0,$39 ,0,51,In-Relationship,0,Rented,155
1768,0,1,0,1,0,$104 ,1,34,In-Relationship,0,Rented,152
1769,1,0,0,1,0,$194 ,0,51,Married,1,Rented,153
1770,0,1,0,0,1,$236 ,1,46,"Unmarried,",0,Rented,174
1771,0,1,0,0,1,$270 ,1,45,In-Relationship,0,Rented,156
1772,0,0,1,1,0,$345 ,1,42,In-Relationship,1,Rented,178
1773,0,1,0,1,0,$263 ,1,24,Married,1,Staying with Family,174
1774,1,1,0,0,0,$139 ,0,39,"Unmarried,",1,Staying with Family,164
1775,0,1,0,1,0,$147 ,1,24,Married,0,Staying with Family,176
1776,0,1,0,1,0,$130 ,0,19,"Unmarried,",1,Owns a house,159
1777,1,0,0,0,1,$161 ,1,30,Married,1,Owns a house,163
1778,0,1,0,1,0,$135 ,0,54,Married,1,Rented,187
1779,0,1,0,0,1,$292 ,0,33,In-Relationship,0,Owns a house,168
1780,0,0,0,1,1,$235 ,0,28,"Unmarried,",0,Rented,185
1781,1,0,0,0,1,$288 ,1,49,"Unmarried,",0,Rented,156
1782,1,1,0,0,0,$295 ,1,45,In-Relationship,1,Rented,159
1783,0,1,1,0,0,$281 ,1,19,Married,1,Rented,177
1784,1,1,0,0,0,$63 ,0,36,Married,0,Rented,178
1785,1,0,0,0,1,$150 ,1,28,In-Relationship,1,Owns a house,188
1786,0,0,1,1,0,$119 ,1,38,In-Relationship,0,Staying with Family,186
1787,0,1,0,1,0,$127 ,1,53,In-Relationship,0,Owns a house,178
1788,0,1,0,0,1,$185 ,1,52,Married,0,Rented,185
1789,0,1,0,0,1,$118 ,1,53,Married,0,Rented,172
1790,0,1,0,1,0,$40 ,0,51,In-Relationship,0,Rented,161
1791,0,1,0,1,0,$192 ,0,33,"Unmarried,",1,Owns a house,153
1792,1,0,0,1,0,$341 ,1,34,"Unmarried,",0,Staying with Family,170
1793,0,1,0,1,0,$225 ,1,36,"Unmarried,",1,Staying with Family,177
1794,0,1,0,1,0,$199 ,1,34,In-Relationship,1,Rented,168
1795,1,0,0,1,0,$43 ,0,28,Married,1,Owns a house,157
1796,1,0,0,1,0,$227 ,1,39,Married,1,Rented,160
1797,1,1,0,0,0,$257 ,1,34,Married,0,Owns a house,181
1798,0,0,1,1,0,$213 ,0,32,"Unmarried,",1,Owns a house,189
1799,0,0,0,1,1,$308 ,0,30,Married,0,Owns a house,189
1800,0,0,1,1,0,$237 ,0,24,"Unmarried,",0,Rented,186
1801,0,1,0,0,1,$252 ,0,46,In-Relationship,0,Owns a house,150
1802,1,0,0,1,0,$353 ,1,27,In-Relationship,0,Staying with Family,186
1803,0,1,0,1,0,$159 ,1,31,Married,0,Rented,165
1804,0,0,1,1,0,$218 ,1,21,"Unmarried,",0,Staying with Family,181
1805,0,1,0,0,1,$115 ,0,46,"Unmarried,",1,Staying with Family,156
1806,0,1,0,0,1,$309 ,0,24,"Unmarried,",1,Staying with Family,180
1807,0,1,1,0,0,$112 ,0,55,In-Relationship,1,Staying with Family,165
1808,0,0,0,1,1,$87 ,1,47,Married,1,Staying with Family,180
1809,1,1,0,0,0,$182 ,1,48,"Unmarried,",1,Owns a house,187
1810,0,1,0,0,1,$117 ,0,54,"Unmarried,",1,Rented,157
1811,1,0,0,1,0,$52 ,1,28,"Unmarried,",1,Rented,154
1812,1,0,0,1,0,$164 ,0,37,Married,0,Owns a house,181
1813,0,1,0,0,1,$147 ,0,48,"Unmarried,",0,Staying with Family,163
1814,1,0,1,0,0,$189 ,0,35,Married,1,Rented,154
1815,0,0,1,0,1,$262 ,0,48,In-Relationship,0,Rented,162
1816,0,0,1,0,1,$158 ,0,48,"Unmarried,",1,Owns a house,154
1817,0,1,0,1,0,$255 ,1,39,In-Relationship,1,Rented,176
1818,0,0,0,1,1,$129 ,0,50,"Unmarried,",0,Owns a house,150
1819,0,0,0,1,1,$108 ,0,48,"Unmarried,",0,Owns a house,182
1820,1,1,0,0,0,$287 ,1,52,In-Relationship,1,Owns a house,153
1821,0,1,1,0,0,$60 ,0,23,"Unmarried,",0,Staying with Family,169
1822,1,0,0,1,0,$311 ,0,53,In-Relationship,1,Staying with Family,157
1823,1,1,0,0,0,$252 ,1,24,Married,0,Staying with Family,167
1824,0,1,0,1,0,$112 ,1,31,In-Relationship,1,Staying with Family,159
1825,0,1,0,1,0,$347 ,0,54,In-Relationship,0,Staying with Family,169
1826,0,1,0,0,1,$159 ,0,30,Married,0,Rented,168
1827,0,1,0,1,0,$334 ,1,52,Married,0,Staying with Family,157
1828,0,1,0,1,0,$272 ,0,27,Married,1,Rented,187
1829,0,0,1,0,1,$325 ,0,50,"Unmarried,",0,Rented,168
1830,0,1,1,0,0,$268 ,1,24,Married,0,Rented,189
1831,0,1,0,1,0,$166 ,0,52,In-Relationship,0,Rented,153
1832,0,0,1,1,0,$253 ,0,21,"Unmarried,",0,Owns a house,154
1833,0,0,0,1,1,$39 ,0,22,Married,1,Rented,150
1834,0,0,1,1,0,$195 ,0,50,"Unmarried,",1,Staying with Family,156
1835,0,1,0,1,0,$347 ,0,25,In-Relationship,0,Owns a house,188
1836,0,0,1,1,0,$288 ,0,34,In-Relationship,1,Rented,170
1837,0,1,0,0,1,$246 ,1,24,"Unmarried,",0,Owns a house,170
1838,0,1,0,1,0,$55 ,1,42,"Unmarried,",0,Staying with Family,187
1839,0,0,1,1,0,$300 ,0,53,In-Relationship,1,Rented,185
1840,0,1,1,0,0,$349 ,1,22,In-Relationship,1,Owns a house,183
1841,0,0,0,1,1,$151 ,1,34,In-Relationship,1,Staying with Family,183
1842,1,0,0,0,1,$255 ,0,31,In-Relationship,0,Rented,182
1843,1,1,0,0,0,$280 ,0,43,In-Relationship,1,Owns a house,163
1844,0,1,0,0,1,$42 ,0,51,Married,0,Staying with Family,177
1845,0,1,1,0,0,$209 ,1,43,Married,1,Rented,182
1846,1,1,0,0,0,$350 ,0,41,"Unmarried,",1,Owns a house,151
1847,0,1,1,0,0,$262 ,0,21,"Unmarried,",0,Rented,168
1848,0,1,0,1,0,$189 ,1,47,"Unmarried,",1,Staying with Family,186
1849,0,1,0,0,1,$270 ,0,46,"Unmarried,",0,Owns a house,156
1850,0,0,0,1,1,$345 ,0,22,"Unmarried,",1,Owns a house,180
1851,1,1,0,0,0,$51 ,0,46,Married,0,Staying with Family,157
1852,0,1,1,0,0,$157 ,1,31,In-Relationship,1,Rented,160
1853,0,0,1,1,0,$289 ,0,28,"Unmarried,",0,Staying with Family,166
1854,0,1,0,0,1,$138 ,0,48,In-Relationship,0,Rented,186
1855,0,1,0,1,0,$96 ,1,33,Married,0,Staying with Family,176
1856,0,1,0,1,0,$230 ,0,18,Married,0,Staying with Family,165
1857,0,1,0,1,0,$95 ,1,48,In-Relationship,1,Owns a house,182
1858,0,0,0,1,1,$140 ,0,43,"Unmarried,",0,Rented,153
1859,0,1,0,1,0,$270 ,1,55,In-Relationship,0,Rented,178
1860,0,1,0,0,1,$47 ,0,28,Married,1,Staying with Family,150
1861,0,1,0,0,1,$163 ,0,35,In-Relationship,1,Owns a house,157
1862,1,0,0,0,1,$236 ,0,42,"Unmarried,",0,Rented,161
1863,1,1,0,0,0,$52 ,0,47,"Unmarried,",0,Rented,184
1864,0,1,0,0,1,$287 ,1,53,"Unmarried,",0,Rented,183
1865,1,1,0,0,0,$353 ,1,50,"Unmarried,",1,Staying with Family,183
1866,0,1,0,1,0,$153 ,1,52,"Unmarried,",0,Rented,164
1867,1,1,0,0,0,$249 ,1,42,"Unmarried,",0,Staying with Family,187
1868,0,1,1,0,0,$199 ,0,39,"Unmarried,",0,Rented,170
1869,0,1,0,1,0,$318 ,0,49,In-Relationship,1,Owns a house,159
1870,0,1,0,1,0,$191 ,0,46,In-Relationship,0,Staying with Family,175
1871,0,1,0,1,0,$206 ,1,40,In-Relationship,0,Staying with Family,173
1872,0,1,0,1,0,$165 ,1,46,In-Relationship,1,Rented,174
1873,0,1,0,0,1,$220 ,0,27,"Unmarried,",1,Rented,162
1874,0,1,0,1,0,$90 ,1,55,In-Relationship,0,Rented,170
1875,0,1,0,1,0,$267 ,1,20,In-Relationship,0,Owns a house,189
1876,0,1,0,1,0,$265 ,1,49,"Unmarried,",1,Owns a house,177
1877,0,0,0,1,1,$100 ,0,39,Married,0,Staying with Family,183
1878,0,1,0,1,0,$279 ,1,28,Married,0,Owns a house,178
1879,0,1,0,1,0,$289 ,1,46,In-Relationship,1,Owns a house,188
1880,0,1,0,1,0,$337 ,1,22,"Unmarried,",0,Staying with Family,158
1881,1,0,0,1,0,$287 ,1,28,Married,1,Owns a house,173
1882,1,0,0,0,1,$111 ,0,29,In-Relationship,1,Staying with Family,182
1883,0,1,0,0,1,$303 ,1,38,In-Relationship,0,Owns a house,187
1884,1,1,0,0,0,$274 ,1,39,"Unmarried,",1,Owns a house,184
1885,1,1,0,0,0,$236 ,0,19,In-Relationship,1,Owns a house,153
1886,0,1,0,1,0,$241 ,1,29,In-Relationship,0,Staying with Family,164
1887,0,1,0,0,1,$246 ,0,32,Married,0,Rented,156
1888,0,0,1,1,0,$212 ,0,26,Married,0,Rented,183
1889,0,1,0,1,0,$61 ,1,22,Married,1,Owns a house,183
1890,0,0,1,1,0,$154 ,0,50,Married,1,Rented,156
1891,1,0,0,1,0,$147 ,1,19,Married,1,Owns a house,177
1892,1,1,0,0,0,$341 ,0,24,"Unmarried,",0,Rented,185
1893,1,0,0,1,0,$57 ,0,20,"Unmarried,",1,Staying with Family,177
1894,0,1,0,0,1,$213 ,0,43,In-Relationship,0,Owns a house,167
1895,1,0,0,1,0,$66 ,0,37,"Unmarried,",0,Owns a house,162
1896,0,1,0,0,1,$263 ,0,22,"Unmarried,",1,Staying with Family,186
1897,1,1,0,0,0,$128 ,1,24,Married,1,Owns a house,160
1898,0,1,0,1,0,$289 ,0,49,In-Relationship,1,Staying with Family,160
1899,1,0,0,1,0,$83 ,1,43,"Unmarried,",1,Staying with Family,172
1900,0,1,0,0,1,$278 ,1,18,"Unmarried,",1,Rented,188
1901,1,0,0,1,0,$240 ,0,53,"Unmarried,",0,Owns a house,186
1902,0,0,1,1,0,$330 ,1,50,"Unmarried,",1,Staying with Family,187
1903,0,1,0,1,0,$243 ,1,38,In-Relationship,0,Staying with Family,187
1904,0,1,0,0,1,$302 ,1,50,In-Relationship,0,Rented,183
1905,0,1,0,1,0,$65 ,1,40,Married,1,Owns a house,166
1906,1,0,0,0,1,$285 ,0,45,"Unmarried,",1,Owns a house,158
1907,0,1,0,1,0,$292 ,0,42,In-Relationship,1,Staying with Family,151
1908,1,0,0,0,1,$49 ,1,24,"Unmarried,",1,Rented,157
